Unnamed: 0,ADDR,bun,ji,region_cd,소방청 / 화재·구조·구급 통계시스템,OCRN_YMD,DAM_AMT,DCSD_CNT,OCRN_MM,CSTS_CNT,YMAP_CRTS,ROAD_NM_ADDR,RSN_,XMAP_CRTS,SN,GEOM,INJPSN_CNT,platPlc,strctCdNm,etcRoof,stcnsDay,grndFlrCnt,stcnsDay_final
668,경기도 용인시 처인구 백암면 백봉리 1330-4,1330,0004,4146135023,2020.0,2.0,118755,0,8.0,0,4460959.873,,폭우로 인한 법면 유실,14180893.66,637,POINT(14180893.6631 4460959.8724999996),0,,,,,,
669,경기도 용인시 처인구 백암면 근곡리 564-1,0564,0001,4146135031,2020.0,2.0,99041,0,8.0,0,4463662.14,,폭우로 인한 법면 유실,14176681.79,638,POINT(14176681.789899999 4463662.1398999998),0,,,,,,
670,경기도 용인시 처인구 백암면 근삼리 1081,1081,,4146135029,2020.0,2.0,61730,0,8.0,0,4459094.464,,폭우로 인한 법면 유실,14178934.56,639,POINT(14178934.5625 4459094.4637000002),0,,,,,,
671,경기도 용인시 처인구 백암면 옥산리 130,0130,,4146135025,2020.0,2.0,51379,0,8.0,0,4454427.699,,폭우로 인한 법면 유실,14184199.55,640,POINT(14184199.5514 4454427.6988000004),0,,,,,,
672,경기도 용인시 처인구 백암면 옥산리 1860,1860,,4146135025,2020.0,2.0,31183,0,8.0,0,4454177.391,,폭우로 인한 법면 유실,14184201.08,641,POINT(14184201.0765 4454177.3908000002),0,,,,,,
673,경기도 용인시 처인구 백암면 백암리 255-2,0255,0002,4146135021,2020.0,2.0,139942,0,8.0,0,4462604.915,,폭우로 인한 법면 유실,14179905.4,642,POINT(14179905.402000001 4462604.9151999997),0,,,,,,
674,경기도 용인시 처인구 백암면 근삼리 183,0183,,4146135029,2020.0,2.0,6127,0,8.0,0,4459871.173,,폭우로 인한 법면 유실,14178404.37,643,POINT(14178404.369999999 4459871.1733999997),0,경기도 용인시 처인구 백암면 근삼리 183번지,벽돌구조,스라브,19960402,1,19960402
675,경기도 용인시 처인구 양지면 양지리 788-5,0788,0005,4146136021,2020.0,2.0,57987,0,8.0,0,4470947.934,,폭우로 인한 법면 유실,14167743.02,644,POINT(14167743.0241 4470947.9336000001),0,,,,,,
676,경기도 용인시 처인구 양지면 남곡리 312,0312,,4146136022,2020.0,2.0,5993,0,8.0,0,4470326.955,,폭우로 인한 법면 유실,14168245.78,645,POINT(14168245.7763 4470326.9545),0,,,,,,
677,경기도 용인시 처인구 양지면 평창리 322,0322,,4146136023,2020.0,2.0,26231,0,8.0,0,4470489.067,,폭우로 인한 법면 유실,14172401.62,646,POINT(14172401.622300001 4470489.0670999996),0,,,,,,
678,경기도 용인시 기흥구 공세동 28-2,0028,0002,4146310700,2020.0,2.0,39778,0,8.0,0,4471017.544,,폭우로 인한 법면 유실,14151216.28,647,POINT(14151216.2764 4471017.5440999996),0,경기도 용인시 기흥구 공세동 28-2번지,일반철골구조,샌드위치판넬, ,1,20021030
679,경기도 용인시 기흥구 상하동 148-2,0148,0002,4146311700,2020.0,2.0,19541,0,8.0,0,4474855.54,,폭우로 인한 법면 유실,14153536.31,648,POINT(14153536.3082 4474855.5398000004),0,경기도 용인시 기흥구 상하동 148-2번지,경량철골구조,샌드위치판넬,199909  ,1,199909  
680,경기도 용인시 기흥구 보정동 249-1,0249,0001,4146311800,2020.0,2.0,52436,0,8.0,0,4483810.87,,폭우로 인한 법면 유실,14149323.37,649,POINT(14149323.3664 4483810.8696999997),0,,,,,,
681,경기도 평택시 청북읍 서해로 1570-1,1570,0001,4122025900,2020.0,3.0,0,3,8.0,4,4443545.802,경기도 평택시 청북읍 후사리 265-35,폭우로 인한 법면 유실,14130870.56,650,POINT(14130870.557800001 4443545.8024000004),1,,,,,,
682,경기도 용인시 처인구 원삼면 좌항리 182-1,0182,0001,4146134023,2020.0,3.0,12803,0,8.0,0,4467441.652,경기도 용인시 처인구 원앙로 591번길 37,폭우로 인한 법면 유실,14172855.03,651,POINT(14172855.0266 4467441.6523000002),0,경기도 용인시 처인구 원삼면 좌항리 182-1번지,일반목구조,와가.스레트, ,1,
683,경상남도 고성군 개천면 좌연리 산276,0276,,4882038029,2021.0,5.0,0,0,7.0,0,4173099.395,,폭우로 인한 임야사면 유실,14279103.26,707,POINT(14279103.2578 4173099.3947000001),0,,,,,,
684,경상남도 고성군 개천면 좌연리 산289-7,0289,0007,4882038029,2021.0,5.0,0,0,7.0,0,4172405.772,,폭우로 인한 임야사면 유실,14279118.51,708,POINT(14279118.5086 4172405.7714999998),0,,,,,,
685,경상남도 고성군 개천면 좌연리 산284-9,0284,0009,4882038029,2021.0,5.0,0,0,7.0,0,4173925.135,,폭우로 인한 임야사면 유실,14278772.31,709,POINT(14278772.305 4173925.1348999999),0,,,,,,
686,경상남도 고성군 회화면 녹명리 산98,0098,,4882040026,2021.0,5.0,0,0,7.0,0,4173214.323,,폭우로 인한 임야사면 유실,14289121.01,710,POINT(14289121.0101 4173214.3226999999),0,,,,,,
687,경상남도 고성군 마암면 성전리 산78,0078,,4882041027,2021.0,5.0,0,0,7.0,0,4174485.003,,폭우로 인한 임야사면 유실,14284057.31,711,POINT(14284057.3091 4174485.0029000002),0,경상남도 고성군 마암면 성전리 78-1번지,일반목구조,"토와, 세와, 스레트", ,1,1935    
688,전라남도 여수시 소라면 죽림리 1122-2,1122,0002,4613031022,2021.0,7.0,0,0,7.0,0,4132169.811,,폭우로 인한 법면 유실,14208748.17,712,POINT(14208748.1708 4132169.8108000001),0,,,,,,
689,경상남도 고성군 마암면 화산리 산47,0047,,4882041024,2021.0,23.0,0,0,8.0,0,4172758.154,,폭우로 인한 임야사면 유실,14287240.6,713,POINT(14287240.601299999 4172758.1538999998),0,,,,,,
690,경상북도 의성군 사곡면 오상리,,,4773034033,2021.0,30.0,0,0,8.0,0,4345705.713,,호우로 인한 법면 유실,14331974.0,714,POINT(14331974.004699999 4345705.7130000005),0,경상북도 의성군 사곡면 오상리 29번지,강파이프구조,기타(칼라강판)지붕,20050725,1,20050725
